id,genre_id,anime_id
1,38,1
2,13,2
3,38,2
4,13,3
5,3,3
6,38,3
7,24,4
8,38,4
9,40,4
10,33,5
11,13,5
12,40,5
13,39,6
14,38,6
15,40,6
16,8,7
17,10,7
18,13,8
19,38,8
20,13,9
21,24,10
22,38,10
23,40,10
24,33,11
25,38,11
26,40,11
27,26,12
28,2,12
29,24,12
30,38,12
31,40,12
32,2,13
33,38,13
34,40,13
35,16,14
36,24,14
37,38,14
38,40,14
39,11,14
40,33,15
41,16,15
42,24,15
43,38,15
44,40,15
45,33,16
46,10,16
47,24,16
48,38,16
49,33,17
50,10,17
51,38,17
52,40,17
53,10,18
54,16,18
55,24,18
56,38,18
57,40,18
58,11,18
59,16,19
60,24,19
61,38,19
62,40,19
63,26,20
64,39,20
65,33,21
66,39,21
67,16,21
68,36,21
69,38,21
70,40,21
71,13,22
72,38,22
73,40,22
74,13,23
75,26,23
76,24,23
77,19,23
78,38,23
79,40,23
80,33,24
81,24,24
82,30,24
83,38,24
84,40,24
85,2,25
86,40,25
87,30,26
88,37,26
89,38,26
90,40,26
91,31,27
92,26,27
93,39,27
94,31,28
95,39,28
96,22,28
97,26,29
98,7,29
99,16,29
100,38,29
101,40,29
102,33,30
103,13,30
104,24,30
105,37,30
106,24,31
107,38,31
108,40,31
109,18,32
110,37,32
111,40,32
112,37,33
113,38,33
114,40,33
115,13,34
116,13,35
117,26,35
118,38,35
119,2,36
120,38,36
121,40,36
122,10,37
123,24,37
124,38,37
125,40,37
126,13,38
127,39,38
128,24,38
129,38,38
130,26,39
131,38,39
132,38,40
133,40,40
134,24,41
135,37,41
136,40,41
137,33,42
138,10,42
139,15,42
140,19,42
141,37,42
142,40,42
143,13,43
144,24,43
145,38,43
146,40,43
147,28,44
148,24,44
149,19,44
150,38,44
151,40,44
152,10,45
153,24,45
154,38,45
155,33,46
156,10,46
157,30,46
158,40,46
159,33,47
160,13,47
161,8,47
162,32,48
163,13,48
164,39,48
165,38,48
166,8,49
167,24,50
168,38,50
169,40,50
170,13,51
171,39,51
172,24,51
173,38,51
174,2,52
175,24,52
176,38,52
177,40,52
178,38,53
179,40,53
180,13,54
181,26,54
182,39,54
183,5,54
184,21,54
185,17,55
186,29,55
187,33,56
188,19,56
189,36,56
190,28,57
191,10,57
192,29,57
193,40,58
194,38,59
195,40,59
196,33,60
197,13,60
198,39,60
199,29,60
200,33,61
201,24,61
202,38,61
203,40,61
204,33,62
205,13,62
206,8,62
207,23,62
208,24,62
209,15,62
210,33,63
211,10,63
212,40,63
213,31,64
214,26,64
215,10,64
216,19,64
217,38,64
218,33,65
219,13,65
220,16,65
221,38,65
222,41,65
223,39,66
224,16,66
225,24,66
226,38,66
227,40,66
228,33,67
229,26,67
230,2,67
231,10,67
232,27,67
233,40,67
234,39,68
235,16,68
236,24,68
237,38,68
238,40,68
239,39,69
240,5,69
241,16,69
242,38,69
243,40,69
244,38,70
245,40,70
246,13,71
247,16,71
248,21,71
249,38,71
250,11,71
251,13,72
252,6,72
253,16,72
254,24,72
255,38,72
256,11,72
257,33,73
258,13,73
259,26,73
260,39,73
261,5,73
262,10,73
263,13,74
264,16,74
265,38,74
266,10,75
267,24,75
268,19,75
269,38,75
270,40,75
271,33,76
272,7,76
273,38,76
274,40,76
275,26,77
276,39,77
277,16,77
278,19,77
279,37,77
280,38,77
281,40,77
282,15,78
283,30,78
284,38,78
285,40,78
286,24,79
287,38,79
288,40,79
289,13,80
290,26,80
291,39,80
292,5,80
293,18,80
294,24,80
295,37,80
296,13,81
297,10,81
298,13,82
299,38,82
300,41,82
301,33,83
302,13,83
303,26,83
304,13,84
305,39,84
306,24,84
307,38,84
308,33,85
309,13,85
310,24,85
311,37,85
312,7,86
313,18,86
314,37,86
315,40,86
316,33,87
317,7,87
318,38,87
319,40,87
320,33,88
321,10,88
322,37,88
323,38,88
324,40,88
325,10,89
326,25,89
327,36,89
328,38,89
329,40,89
330,35,89
331,13,90
332,24,90
333,38,90
334,40,90
335,13,91
336,26,91
337,39,91
338,10,91
339,19,91
340,38,91
341,39,92
342,10,92
343,25,92
344,35,92
345,13,93
346,33,94
347,13,94
348,26,94
349,39,94
350,22,94
351,33,95
352,13,95
353,39,95
354,19,95
355,37,95
356,40,95
357,41,95
358,33,96
359,5,96
360,37,96
361,41,96
362,39,97
363,10,97
364,25,97
365,35,97
366,18,98
367,20,98
368,37,98
369,13,99
370,26,99
371,39,99
372,10,99
373,9,100
374,13,100
375,26,100
376,16,100
377,38,100
378,11,100
379,33,101
380,10,101
381,15,101
382,19,101
383,37,101
384,40,101
385,28,102
386,4,102
387,10,102
388,12,102
389,40,102
390,33,103
391,13,103
392,16,103
393,24,103
394,38,103
395,40,103
396,11,103
397,26,104
398,24,104
399,37,104
400,38,104
401,40,104
402,13,105
403,26,105
404,39,105
405,5,105
406,37,105
407,41,105
408,28,106
409,13,106
410,26,106
411,39,106
412,8,107
413,10,107
414,16,107
415,24,107
416,37,107
417,38,107
418,28,108
419,8,108
420,38,108
421,13,109
422,38,109
423,41,109
424,8,110
425,10,110
426,24,110
427,38,110
428,40,110
429,13,111
430,37,111
431,38,111
432,40,111
433,41,111
434,13,112
435,39,112
436,38,112
437,26,113
438,24,113
439,37,113
440,38,113
441,40,113
442,31,114
443,13,114
444,26,114
445,39,114
446,22,114
447,26,115
448,24,115
449,37,115
450,38,115
451,40,115
452,13,116
453,39,116
454,7,116
455,16,116
456,38,116
457,40,116
458,11,116
459,33,117
460,8,117
461,10,117
462,19,117
463,38,117
464,35,117
465,33,118
466,13,118
467,26,118
468,39,118
469,5,118
470,33,119
471,13,119
472,26,119
473,39,119
474,5,119
475,13,120
476,26,120
477,39,120
478,22,120
479,13,121
480,10,121
481,22,121
482,24,121
483,38,121
484,13,122
485,26,122
486,39,122
487,7,123
488,10,123
489,16,123
490,24,123
491,38,123
492,40,123
493,11,123
494,28,124
495,10,124
496,29,124
497,13,125
498,10,125
499,22,125
500,24,125
501,38,125
502,13,126
503,5,126
504,38,126
505,41,126
506,33,127
507,3,127
508,8,127
509,38,127
510,40,127
511,16,128
512,24,128
513,38,128
514,11,128
515,24,129
516,38,129
517,13,130
518,26,130
519,5,130
520,16,130
521,38,130
522,40,130
523,11,130
524,24,131
525,37,131
526,38,131
527,40,131
528,39,132
529,10,132
530,22,132
531,16,133
532,24,133
533,37,133
534,38,133
535,11,133
536,28,134
537,13,134
538,10,134
539,22,134
540,23,134
541,15,134
542,31,135
543,26,135
544,39,135
545,10,135
546,13,136
547,10,136
548,24,136
549,38,136
550,25,137
551,37,137
552,40,137
553,13,138
554,10,138
555,22,138
556,19,138
557,37,138
558,33,139
559,26,139
560,10,139
561,16,139
562,38,139
563,13,140
564,10,140
565,17,140
566,40,140
567,13,141
568,22,141
569,41,141
570,10,142
571,16,142
572,24,142
573,25,142
574,38,142
575,35,142
576,11,142
577,28,143
578,13,143
579,39,143
580,25,143
581,33,144
582,10,144
583,25,144
584,19,144
585,38,144
586,35,144
587,28,145
588,13,145
589,16,145
590,36,145
591,37,145
592,38,145
593,40,145
594,28,146
595,13,146
596,21,146
597,30,146
598,37,146
599,40,146
600,19,147
601,37,147
602,38,147
603,40,147
604,13,148
605,19,148
606,30,148
607,37,148
608,40,148
609,33,149
610,7,149
611,38,149
612,40,149
613,39,150
614,10,150
615,29,150
616,33,151
617,13,151
618,39,151
619,32,152
620,26,152
621,39,152
622,10,152
623,26,153
624,2,153
625,24,153
626,38,153
627,40,153
628,24,154
629,25,154
630,36,154
631,38,154
632,35,154
633,33,155
634,13,155
635,26,155
636,5,155
637,19,155
638,37,155
639,38,155
640,41,155
641,33,156
642,13,156
643,26,156
644,5,156
645,19,156
646,37,156
647,38,156
648,41,156
649,33,157
650,13,157
651,2,157
652,24,157
653,38,157
654,40,157
655,33,158
656,13,158
657,40,158
658,13,159
659,26,159
660,39,159
661,10,159
662,19,159
663,38,159
664,37,160
665,38,160
666,40,160
667,8,161
668,10,161
669,25,161
670,35,161
671,39,162
672,16,162
673,38,162
674,40,162
675,10,163
676,18,163
677,37,163
678,40,163
679,33,164
680,7,164
681,36,164
682,38,164
683,40,164
684,1,165
685,10,165
686,18,165
687,25,165
688,37,165
689,40,165
690,35,165
691,10,166
692,15,166
693,40,166
694,13,167
695,10,167
696,24,167
697,37,167
698,40,167
699,33,168
700,24,168
701,40,168
702,13,169
703,26,169
704,39,169
705,10,169
706,19,169
707,38,169
708,39,170
709,10,170
710,20,170
711,24,171
712,37,171
713,38,171
714,40,171
715,24,172
716,38,172
717,40,172
718,33,173
719,13,173
720,40,173
721,13,174
722,26,174
723,16,175
724,24,175
725,38,175
726,40,175
727,33,176
728,13,176
729,39,176
730,24,176
731,19,176
732,40,176
733,13,177
734,21,177
735,30,177
736,37,177
737,40,177
738,13,178
739,10,178
740,16,178
741,24,178
742,38,178
743,41,178
744,11,178
745,10,179
746,19,179
747,38,179
748,40,179
749,35,179
750,13,180
751,38,180
752,40,180
753,11,180
754,13,181
755,26,181
756,39,181
757,22,181
758,41,181
759,3,182
760,8,182
761,38,182
762,13,183
763,26,183
764,13,184
765,19,184
766,36,184
767,40,184
768,33,185
769,13,185
770,24,185
771,38,185
772,40,185
773,33,186
774,13,186
775,14,186
776,24,186
777,37,186
778,38,186
779,40,186
780,26,187
781,24,187
782,37,187
783,38,187
784,40,187
785,16,188
786,24,188
787,38,188
788,11,188
789,33,189
790,24,189
791,38,189
792,40,189
793,26,190
794,39,190
795,10,190
796,19,190
797,38,190
798,13,191
799,10,191
800,19,191
801,38,191
802,33,192
803,13,192
804,26,192
805,33,193
806,10,193
807,25,193
808,37,193
809,35,193
810,28,194
811,19,194
812,38,194
813,40,194
814,8,195
815,38,195
816,40,195
817,35,195
818,31,196
819,26,196
820,38,196
821,13,197
822,7,197
823,16,197
824,38,197
825,33,198
826,10,198
827,15,198
828,19,198
829,37,198
830,40,198
831,33,199
832,13,199
833,26,199
834,38,199
835,37,200
836,20,201
837,37,201
838,40,201
839,35,201
840,13,202
841,10,202
842,19,202
843,38,202
844,39,203
845,5,203
846,7,203
847,16,203
848,38,203
849,40,203
850,41,203
851,13,204
852,10,204
853,16,204
854,24,204
855,38,204
856,41,204
857,11,204
858,33,205
859,26,205
860,39,205
861,5,206
862,16,206
863,38,206
864,11,206
865,13,207
866,39,207
867,7,207
868,16,207
869,38,207
870,40,207
871,11,207
872,13,208
873,26,208
874,5,208
875,41,208
876,13,209
877,26,209
878,39,209
879,5,209
880,33,210
881,39,210
882,10,210
883,29,210
884,28,211
885,13,211
886,26,211
887,39,211
888,10,211
889,31,212
890,26,212
891,16,212
892,24,212
893,38,212
894,8,213
895,10,213
896,19,213
897,37,213
898,13,214
899,10,214
900,16,214
901,24,214
902,38,214
903,11,214
904,13,215
905,16,215
906,38,215
907,11,215
908,26,216
909,38,216
910,13,217
911,8,217
912,24,217
913,19,217
914,30,217
915,37,217
916,40,217
917,33,218
918,13,218
919,26,218
920,39,218
921,2,219
922,24,219
923,13,220
924,8,220
925,10,220
926,24,220
927,38,220
928,40,220
929,13,221
930,26,221
931,39,221
932,13,222
933,7,222
934,16,222
935,38,222
936,28,223
937,19,223
938,38,223
939,40,223
940,24,224
941,38,224
942,13,225
943,2,225
944,24,225
945,38,225
946,40,225
947,24,226
948,38,226
949,10,227
950,38,227
951,8,228
952,10,228
953,24,228
954,37,228
955,38,228
956,33,229
957,26,229
958,10,229
959,16,229
960,38,229
961,39,230
962,25,230
963,41,230
964,35,230
965,39,231
966,18,231
967,38,231
968,13,232
969,16,232
970,38,232
971,16,233
972,38,233
973,11,233
974,33,234
975,13,234
976,19,234
977,38,234
978,28,235
979,13,235
980,8,235
981,24,235
982,19,235
983,30,235
984,37,235
985,40,235
986,4,236
987,38,236
988,40,236
989,11,236
990,13,237
991,2,237
992,8,237
993,10,237
994,30,237
995,40,237
996,36,238
997,37,238
998,40,238
999,39,239
1000,16,239
1001,24,239
1002,38,239
1003,40,239
1004,13,240
1005,8,240
1006,10,240
1007,24,240
1008,38,240
1009,40,240
1010,13,241
1011,2,241
1012,8,241
1013,10,241
1014,24,241
1015,30,241
1016,40,241
1017,26,242
1018,2,242
1019,7,242
1020,24,242
1021,38,242
1022,40,242
1023,26,243
1024,2,243
1025,24,243
1026,38,243
1027,40,243
1028,39,244
1029,16,244
1030,24,244
1031,38,244
1032,40,244
1033,13,245
1034,10,245
1035,24,245
1036,37,245
1037,40,245
1038,26,246
1039,2,246
1040,7,246
1041,24,246
1042,19,246
1043,38,246
1044,40,246
1045,39,247
1046,16,247
1047,24,247
1048,38,247
1049,40,247
1050,26,248
1051,2,248
1052,24,248
1053,38,248
1054,40,248
1055,13,249
1056,2,249
1057,8,249
1058,10,249
1059,24,249
1060,30,249
1061,40,249
1062,26,250
1063,2,250
1064,7,250
1065,24,250
1066,19,250
1067,38,250
1068,40,250
1069,26,251
1070,2,251
1071,24,251
1072,38,251
1073,40,251
1074,26,252
1075,2,252
1076,24,252
1077,38,252
1078,40,252
1079,24,253
1080,38,253
1081,40,253
1082,39,254
1083,16,254
1084,24,254
1085,38,254
1086,40,254
1087,13,255
1088,26,255
1089,2,255
1090,8,255
1091,10,255
1092,30,255
1093,40,255
1094,13,256
1095,8,256
1096,10,256
1097,24,256
1098,38,256
1099,40,256
1100,26,257
1101,2,257
1102,7,257
1103,24,257
1104,38,257
1105,40,257
1106,26,258
1107,7,258
1108,16,258
1109,38,258
1110,40,258
1111,26,259
1112,2,259
1113,7,259
1114,24,259
1115,38,259
1116,40,259
1117,26,260
1118,2,260
1119,7,260
1120,24,260
1121,38,260
1122,40,260
1123,26,261
1124,30,262
1125,37,262
1126,40,262
1127,13,263
1128,19,263
1129,30,263
1130,37,263
1131,40,263
1132,13,264
1133,26,264
1134,19,264
1135,38,264
1136,28,265
1137,13,265
1138,5,265
1139,41,265
1140,13,266
1141,10,266
1142,19,266
1143,38,266
1144,33,267
1145,10,267
1146,37,267
1147,38,267
1148,40,267
1149,35,267
1150,13,268
1151,7,268
1152,16,268
1153,38,268
1154,28,269
1155,8,269
1156,10,269
1157,24,269
1158,38,269
1159,40,269
1160,13,270
1161,15,270
1162,40,270
1163,33,271
1164,13,271
1165,30,271
1166,40,271
1167,39,272
1168,3,272
1169,8,272
1170,19,272
1171,36,272
1172,38,272
1173,40,272
1174,13,273
1175,39,273
1176,22,273
1177,29,273
1178,33,274
1179,29,274
1180,34,275
1181,13,275
1182,39,275
1183,22,275
1184,28,276
1185,13,276
1186,16,276
1187,21,276
1188,24,276
1189,38,276
1190,40,276
1191,28,277
1192,10,277
1193,12,277
1194,24,277
1195,40,277
1196,13,278
1197,39,278
1198,24,278
1199,38,278
1200,13,279
1201,10,279
1202,22,279
1203,24,279
1204,38,279
1205,13,280
1206,10,280
1207,17,280
1208,29,280
1209,40,280
1210,24,281
1211,38,281
1212,24,282
1213,37,282
1214,24,283
1215,38,283
1216,40,283
1217,13,284
1218,26,284
1219,39,284
1220,10,284
1221,37,285
1222,2,286
1223,38,286
1224,40,286
1225,13,287
1226,24,287
1227,38,287
1228,40,287
1229,24,288
1230,19,288
1231,38,288
1232,40,288
1233,24,289
1234,19,289
1235,38,289
1236,40,289
1237,2,290
1238,24,290
1239,13,291
1240,2,291
1241,38,291
1242,40,291
1243,14,292
1244,18,292
1245,37,292
1246,40,292
1247,2,293
1248,24,293
1249,38,293
1250,40,293
1251,34,294
1252,13,294
1253,22,294
1254,33,295
1255,13,295
1256,26,295
1257,39,295
1258,22,295
1259,13,296
1260,7,296
1261,16,296
1262,38,296
1263,33,297
1264,13,297
1265,26,297
1266,39,297
1267,5,297
1268,10,297
1269,13,298
1270,16,298
1271,21,298
1272,24,298
1273,38,298
1274,40,298
1275,11,298
1276,33,299
1277,8,299
1278,15,299
1279,25,299
1280,35,299
1281,33,300
1282,8,300
1283,15,300
1284,25,300
1285,35,300
1286,28,301
1287,13,301
1288,39,301
1289,33,302
1290,13,302
1291,26,302
1292,3,302
1293,19,302
1294,38,302
1295,33,303
1296,13,303
1297,8,303
1298,24,303
1299,15,303
1300,19,303
1301,30,303
1302,38,303
1303,40,303
1304,28,304
1305,10,304
1306,19,304
1307,30,304
1308,38,304
1309,40,304
1310,13,305
1311,16,305
1312,24,305
1313,37,305
1314,38,305
1315,11,305
1316,33,306
1317,13,306
1318,16,306
1319,38,306
1320,40,306
1321,9,307
1322,13,307
1323,10,307
1324,22,307
1325,8,308
1326,10,308
1327,24,308
1328,37,308
1329,38,308
1330,26,309
1331,16,309
1332,24,309
1333,37,309
1334,38,309
1335,24,310
1336,19,310
1337,38,310
1338,13,311
1339,10,311
1340,16,311
1341,24,311
1342,38,311
1343,33,312
1344,13,312
1345,24,312
1346,38,312
1347,40,312
1348,8,313
1349,10,313
1350,25,313
1351,38,313
1352,31,314
1353,26,314
1354,10,314
1355,33,315
1356,24,315
1357,38,315
1358,40,315
1359,26,316
1360,10,316
1361,12,316
1362,8,317
1363,10,317
1364,24,317
1365,37,317
1366,38,317
1367,33,318
1368,24,318
1369,38,318
1370,40,318
1371,8,319
1372,18,319
1373,23,319
1374,15,319
1375,25,319
1376,37,319
1377,40,319
1378,13,320
1379,26,320
1380,10,320
1381,24,320
1382,38,320
1383,40,320
1384,33,321
1385,13,321
1386,10,321
1387,20,321
1388,24,321
1389,38,321
1390,40,321
1391,8,322
1392,10,322
1393,22,322
1394,24,322
1395,19,322
1396,36,322
1397,38,322
1398,35,322
1399,10,323
1400,18,323
1401,23,323
1402,25,323
1403,37,323
1404,38,323
1405,35,323
1406,33,324
1407,13,324
1408,10,324
1409,24,324
1410,38,324
1411,40,324
1412,13,325
1413,39,325
1414,10,325
1415,20,325
1416,24,325
1417,26,326
1418,10,326
1419,33,327
1420,13,327
1421,24,327
1422,38,327
1423,40,327
1424,26,328
1425,10,328
1426,24,328
1427,38,328
1428,33,329
1429,29,329
1430,33,330
1431,13,330
1432,16,330
1433,24,330
1434,38,330
1435,40,330
1436,4,331
1437,10,331
1438,24,331
1439,37,331
1440,38,331
1441,24,332
1442,38,332
1443,33,333
1444,13,333
1445,24,333
1446,38,333
1447,40,333
1448,33,334
1449,13,334
1450,10,334
1451,24,334
1452,38,334
1453,40,334
1454,33,335
1455,24,335
1456,38,335
1457,40,335
1458,33,336
1459,13,336
1460,29,336
1461,38,336
1462,33,337
1463,13,337
1464,24,337
1465,38,337
1466,40,337
1467,33,338
1468,13,338
1469,29,338
1470,38,338
1471,33,339
1472,13,339
1473,24,339
1474,38,339
1475,40,339
1476,33,340
1477,13,340
1478,38,340
1479,33,341
1480,13,341
1481,24,341
1482,38,341
1483,40,341
1484,33,342
1485,13,342
1486,2,342
1487,24,342
1488,30,342
1489,37,342
1490,40,342
1491,8,343
1492,10,343
1493,19,343
1494,37,343
1495,33,344
1496,13,344
1497,24,344
1498,37,344
1499,38,344
1500,40,344
1501,24,345
1502,38,345
1503,33,346
1504,24,346
1505,38,346
1506,40,346
1507,33,347
1508,13,347
1509,24,347
1510,38,347
1511,40,347
1512,33,348
1513,13,348
1514,10,348
1515,24,348
1516,38,348
1517,40,348
1518,13,349
1519,26,349
1520,39,349
1521,5,349
1522,7,349
1523,38,349
1524,41,349
1525,10,350
1526,22,350
1527,33,351
1528,24,351
1529,38,351
1530,40,351
1531,33,352
1532,7,352
1533,16,352
1534,24,352
1535,19,352
1536,38,352
1537,40,352
1538,9,353
1539,26,353
1540,10,353
1541,33,354
1542,24,354
1543,38,354
1544,40,354
1545,33,355
1546,24,355
1547,38,355
1548,40,355
1549,26,356
1550,10,356
1551,37,356
1552,33,357
1553,13,357
1554,24,357
1555,38,357
1556,40,357
1557,8,358
1558,10,358
1559,24,358
1560,19,358
1561,38,358
1562,33,359
1563,13,359
1564,2,359
1565,24,359
1566,30,359
1567,38,359
1568,40,359
1569,26,360
1570,10,360
1571,38,361
1572,24,362
1573,38,362
1574,33,363
1575,24,363
1576,38,363
1577,40,363
1578,13,364
1579,8,364
1580,19,364
1581,30,364
1582,38,364
1583,40,364
1584,26,365
1585,10,365
1586,24,366
1587,37,366
1588,33,367
1589,13,367
1590,24,367
1591,38,367
1592,40,367
1593,13,368
1594,26,368
1595,39,368
1596,10,368
1597,24,368
1598,19,368
1599,38,368
1600,33,369
1601,13,369
1602,26,369
1603,24,369
1604,38,369
1605,40,369
1606,33,370
1607,24,370
1608,38,370
1609,40,370
1610,33,371
1611,13,371
1612,30,371
1613,37,371
1614,40,371
1615,8,372
1616,18,372
1617,23,372
1618,25,372
1619,37,372
1620,40,372
1621,10,373
1622,18,373
1623,30,373
1624,37,373
1625,38,373
1626,40,373
1627,13,374
1628,24,374
1629,38,374
1630,40,374
1631,10,375
1632,24,375
1633,37,375
1634,38,375
1635,33,376
1636,13,376
1637,2,376
1638,24,376
1639,38,376
1640,40,376
1641,8,377
1642,18,377
1643,15,377
1644,25,377
1645,37,377
1646,40,377
1647,35,377
1648,34,378
1649,26,378
1650,10,378
1651,20,378
1652,10,379
1653,24,379
1654,19,379
1655,38,379
1656,28,380
1657,10,380
1658,20,380
1659,19,380
1660,38,380
1661,19,381
1662,37,381
1663,38,381
1664,40,381
1665,33,382
1666,13,382
1667,26,382
1668,37,382
1669,33,383
1670,24,383
1671,38,383
1672,40,383
1673,35,383
1674,13,384
1675,14,384
1676,24,384
1677,15,384
1678,37,384
1679,40,384
1680,33,385
1681,16,385
1682,24,385
1683,38,385
1684,40,385
1685,16,386
1686,24,386
1687,38,386
1688,40,386
1689,11,386
1690,28,387
1691,8,387
1692,24,387
1693,37,387
1694,10,388
1695,38,388
1696,10,389
1697,25,389
1698,19,389
1699,38,389
1700,35,389
1701,1,390
1702,10,390
1703,25,390
1704,36,390
1705,35,390
1706,26,391
1707,39,391
1708,10,391
1709,10,392
1710,22,392
1711,38,392
1712,3,393
1713,8,393
1714,19,393
1715,38,393
1716,40,393
1717,33,394
1718,7,394
1719,38,394
1720,40,394
1721,13,395
1722,39,395
1723,8,395
1724,24,395
1725,19,395
1726,37,395
1727,8,396
1728,10,396
1729,24,396
1730,37,396
1731,38,396
1732,26,397
1733,10,397
1734,24,397
1735,38,397
1736,10,398
1737,24,398
1738,38,398
1739,40,398
1740,24,399
1741,19,399
1742,38,399
1743,4,400
1744,10,400
1745,38,400
1746,33,401
1747,13,401
1748,10,401
1749,21,401
1750,27,401
1751,37,401
1752,40,401
1753,33,402
1754,13,402
1755,26,402
1756,39,402
1757,22,402
1758,4,403
1759,10,403
1760,12,403
1761,33,404
1762,39,404
1763,10,404
1764,3,405
1765,8,405
1766,19,405
1767,38,405
1768,40,405
1769,33,406
1770,38,406
1771,40,406
1772,10,407
1773,37,407
1774,9,408
1775,26,408
1776,38,408
1777,10,409
1778,14,409
1779,25,409
1780,36,409
1781,37,409
1782,38,409
1783,35,409
1784,33,410
1785,13,410
1786,26,410
1787,12,410
1788,24,410
1789,27,410
1790,40,410
1791,1,411
1792,8,411
1793,10,411
1794,25,411
1795,19,411
1796,37,411
1797,35,411
1798,1,412
1799,8,412
1800,10,412
1801,25,412
1802,19,412
1803,36,412
1804,13,413
1805,1,413
1806,18,413
1807,21,413
1808,25,413
1809,37,413
1810,40,413
1811,31,414
1812,13,414
1813,26,414
1814,39,414
1815,10,414
1816,19,414
1817,38,414
1818,3,415
1819,19,415
1820,36,415
1821,38,415
1822,40,415
1823,35,415
1824,33,416
1825,13,416
1826,16,416
1827,24,416
1828,19,416
1829,30,416
1830,38,416
1831,40,416
1832,33,417
1833,13,417
1834,39,417
1835,10,417
1836,19,417
1837,29,417
1838,38,417
1839,33,418
1840,4,418
1841,10,418
1842,18,418
1843,24,418
1844,37,418
1845,8,419
1846,10,419
1847,25,419
1848,38,419
1849,8,420
1850,18,420
1851,23,420
1852,15,420
1853,37,420
1854,40,420
1855,35,420
1856,34,421
1857,26,421
1858,39,421
1859,10,421
1860,12,421
1861,19,421
1862,38,421
1863,40,421
1864,13,422
1865,18,422
1866,37,422
1867,40,422
1868,18,423
1869,23,423
1870,15,423
1871,37,423
1872,40,423
1873,35,423
1874,13,424
1875,26,424
1876,39,424
1877,10,424
1878,37,424
1879,10,425
1880,16,425
1881,24,425
1882,38,425
1883,40,425
1884,26,426
1885,10,426
1886,14,426
1887,24,426
1888,37,426
1889,26,427
1890,3,427
1891,8,427
1892,19,427
1893,30,427
1894,36,427
1895,38,427
1896,40,427
1897,10,428
1898,15,428
1899,30,428
1900,37,428
1901,40,428
1902,8,429
1903,10,429
1904,24,429
1905,37,429
1906,38,429
1907,40,429
1908,31,430
1909,13,430
1910,26,430
1911,39,430
1912,24,430
1913,38,430
1914,40,430
1915,4,431
1916,18,431
1917,24,431
1918,37,431
1919,40,431
1920,10,432
1921,25,432
1922,37,432
1923,40,432
1924,33,433
1925,13,433
1926,10,433
1927,24,433
1928,38,433
1929,40,433
1930,33,434
1931,13,434
1932,26,434
1933,39,434
1934,22,434
1935,13,435
1936,24,435
1937,27,435
